date,stationCode,stationName,rainfall,relativeHumidity,airTemperature_avg,wind_avg_speed
2023-07-21,CN001,Condingup,0,82.6,10.1,16.62
2023-07-22,CN001,Condingup,3.4,85.3,9.3,6.82
2023-07-23,CN001,Condingup,0.2,81.6,9.5,8.58
2023-07-24,CN001,Condingup,0,68.2,10.9,11.07
2023-07-25,CN001,Condingup,0,66.1,12.7,10.97
2023-07-26,CN001,Condingup,0.8,68.5,12.8,16.28
2023-07-27,CN001,Condingup,1.4,85.9,11,23.39
2023-07-28,CN001,Condingup,8,70.4,11.7,15.62
2023-07-29,CN001,Condingup,0,79,12.7,16.57
2023-07-30,CN001,Condingup,0.2,85.7,12.1,8.36
2023-07-31,CN001,Condingup,0,82.5,12.6,8.23
2023-08-01,CN001,Condingup,0.2,68.5,13.4,12.33
2023-08-02,CN001,Condingup,0,61.2,16.2,14.89
2023-08-03,CN001,Condingup,37.8,89.5,10.3,17.25
2023-08-04,CN001,Condingup,5.6,74.8,9.2,4.03
2023-08-05,CN001,Condingup,0.2,80.7,8.2,9.87
2023-08-06,CN001,Condingup,0,80,10.8,10.33
2023-08-07,CN001,Condingup,0,68.6,17.4,11.17
2023-08-08,CN001,Condingup,0,62.6,19.1,17.41
2023-08-09,CN001,Condingup,5.2,84.6,10.4,11.13
2023-08-10,CN001,Condingup,0.2,83.3,11.2,7.32
2023-08-11,CN001,Condingup,9.2,91.4,11.9,5.57
2023-08-12,CN001,Condingup,1,86.3,12,8
2023-08-13,CN001,Condingup,0,88.5,11.7,7.56
2023-01-01,CP001,Coomalbidgup,0,60.6,18.7,13.46
2023-01-02,CP001,Coomalbidgup,0,57.3,18.5,14.71
2023-01-03,CP001,Coomalbidgup,0,64.2,18.9,16.57
2023-01-04,CP001,Coomalbidgup,0,63,19.1,23.94
2023-01-05,CP001,Coomalbidgup,0,66.5,19.2,21.14
2023-01-06,CP001,Coomalbidgup,0,56.6,22.7,16.94
2023-01-07,CP001,Coomalbidgup,0,60.6,18.7,16.12
2023-01-08,CP001,Coomalbidgup,0,63.7,18.4,11.02
2023-01-09,CP001,Coomalbidgup,0,68.5,19.2,18.96
2023-01-10,CP001,Coomalbidgup,0,62.7,22.3,10.83
2023-01-11,CP001,Coomalbidgup,0,82.4,19.7,17.64
2023-01-12,CP001,Coomalbidgup,0,74.6,19.4,11.56
2023-01-13,CP001,Coomalbidgup,0,76.1,19.9,13.86
2023-01-14,CP001,Coomalbidgup,0,54.3,17.7,22.29
2023-01-15,CP001,Coomalbidgup,0,52.9,20.3,16.48
2023-01-16,CP001,Coomalbidgup,3.2,66.6,19.6,19.44
2023-01-17,CP001,Coomalbidgup,0.2,56.8,16.9,16.06
2023-01-18,CP001,Coomalbidgup,0,58.9,17.1,18.78
2023-01-19,CP001,Coomalbidgup,0,66,17.4,19.46
2023-01-20,CP001,Coomalbidgup,0,65,18.4,21.58
2023-01-21,CP001,Coomalbidgup,0,61.1,20,21.55
2023-01-22,CP001,Coomalbidgup,0,71.3,19,12.93
2023-01-23,CP001,Coomalbidgup,0.4,66.2,20.8,14.61
2023-01-24,CP001,Coomalbidgup,0,59.8,23.1,16.79
2023-01-25,CP001,Coomalbidgup,0,82.1,18.9,18.38
2023-01-26,CP001,Coomalbidgup,1.8,76.8,20,14.38
2023-01-27,CP001,Coomalbidgup,0.4,74.8,19,13.91
2023-01-28,CP001,Coomalbidgup,0,62.4,17,10.71
2023-01-29,CP001,Coomalbidgup,0,66.2,17.9,16.95
2023-01-30,CP001,Coomalbidgup,0,62,21.1,13.26
2023-01-31,CP001,Coomalbidgup,0,77.9,19.3,18
2023-02-01,CP001,Coomalbidgup,0.4,65.1,17.8,16.91
2023-02-02,CP001,Coomalbidgup,0,70,17.5,12.79
2023-02-03,CP001,Coomalbidgup,0,66.1,18.1,16.69
2023-02-04,CP001,Coomalbidgup,0,66.3,19.9,13.62
2023-02-05,CP001,Coomalbidgup,0,46.2,24.7,19.95
2023-02-06,CP001,Coomalbidgup,0,44.2,26.5,18.38
2023-02-07,CP001,Coomalbidgup,1,79.8,21,19.46
2023-02-08,CP001,Coomalbidgup,0,73.4,20,11.52
2023-02-09,CP001,Coomalbidgup,0,66.5,19.5,12.46
2023-02-10,CP001,Coomalbidgup,0,68.7,20.2,12.21
2023-02-11,CP001,Coomalbidgup,0,62.5,19.4,13.87
2023-02-12,CP001,Coomalbidgup,0,61.9,18.8,15.51
2023-02-13,CP001,Coomalbidgup,0,65.4,19.5,16.59
2023-02-14,CP001,Coomalbidgup,0,60,22.4,22.38
2023-02-15,CP001,Coomalbidgup,0,71.2,18.8,8.98
2023-02-16,CP001,Coomalbidgup,0,69.5,19.1,12.1
2023-02-17,CP001,Coomalbidgup,0,74,19.9,9.45
2023-02-18,CP001,Coomalbidgup,0,76.4,20.7,15.78
2023-02-19,CP001,Coomalbidgup,0.2,81.7,21,18.77
2023-02-20,CP001,Coomalbidgup,0,75,21.2,23.45
2023-02-21,CP001,Coomalbidgup,1.8,64.1,27.3,18.34
2023-02-22,CP001,Coomalbidgup,3,83.6,20.4,10.45
2023-02-23,CP001,Coomalbidgup,0.4,78.1,17.9,14.57
2023-02-24,CP001,Coomalbidgup,0.2,58.2,16.8,9.37
2023-02-25,CP001,Coomalbidgup,0,69.5,18.1,11.69
2023-02-26,CP001,Coomalbidgup,0,73.3,19.4,15.81
2023-02-27,CP001,Coomalbidgup,0,76.5,18.9,16.36
2023-02-28,CP001,Coomalbidgup,0,69.7,19.2,19.49
2023-03-01,CP001,Coomalbidgup,0,63.3,19.1,19.69
2023-03-02,CP001,Coomalbidgup,0,69.4,18.9,16.07
2023-03-03,CP001,Coomalbidgup,0,61.8,23,14.26
2023-03-04,CP001,Coomalbidgup,0,73.7,20.6,20.58
2023-03-05,CP001,Coomalbidgup,0,65,18.6,13.52
2023-03-06,CP001,Coomalbidgup,0.2,65.6,18.2,14.01
2023-03-07,CP001,Coomalbidgup,0,53.9,17.3,9.35
2023-03-08,CP001,Coomalbidgup,0,65.5,18,13.89
2023-03-09,CP001,Coomalbidgup,0.4,67.9,20,14.38
2023-03-10,CP001,Coomalbidgup,0.2,80,19.1,9.22
2023-03-11,CP001,Coomalbidgup,0,72,18.9,9.67
2023-03-12,CP001,Coomalbidgup,0,67.7,20.8,10.12
2023-03-13,CP001,Coomalbidgup,0,67.2,21.5,11.83
2023-03-14,CP001,Coomalbidgup,0,78.8,20.1,9.31
2023-03-15,CP001,Coomalbidgup,0.2,66.1,22.3,8.54
2023-03-16,CP001,Coomalbidgup,0,74.9,21.3,13.57
2023-03-17,CP001,Coomalbidgup,0,69,18.6,21.19
2023-03-18,CP001,Coomalbidgup,0.2,63.1,18.2,8.09
2023-03-19,CP001,Coomalbidgup,0,71.4,17.8,14.88
2023-03-20,CP001,Coomalbidgup,0.2,67.9,19.8,15.81
2023-03-21,CP001,Coomalbidgup,0.4,66.6,20.8,22.83
2023-03-22,CP001,Coomalbidgup,0,68.6,21.5,21.29
2023-03-23,CP001,Coomalbidgup,0,79,20.7,13.74
2023-03-24,CP001,Coomalbidgup,0,88,20.4,14.13
2023-03-25,CP001,Coomalbidgup,5,91.4,20.2,8.4
2023-03-26,CP001,Coomalbidgup,22.2,86.9,18,15.47
2023-03-27,CP001,Coomalbidgup,2,74,17,7.11
2023-03-28,CP001,Coomalbidgup,0,77.7,15.6,7.57
2023-03-29,CP001,Coomalbidgup,1,80.2,16,10.69
2023-03-30,CP001,Coomalbidgup,0,74.6,17.2,15.46
2023-03-31,CP001,Coomalbidgup,0,72.9,17.6,19.11
2023-04-01,CP001,Coomalbidgup,0.4,64.9,19.3,12.09
2023-04-02,CP001,Coomalbidgup,0,74.2,19.2,11.35
2023-04-03,CP001,Coomalbidgup,0,81,19.2,8.73
2023-04-04,CP001,Coomalbidgup,1,82.2,18.3,10.15
2023-04-05,CP001,Coomalbidgup,0.8,74.7,16.6,22.08
2023-04-06,CP001,Coomalbidgup,1.6,74.9,17.5,13.88
2023-04-07,CP001,Coomalbidgup,0,67.6,15.8,10.66
2023-04-08,CP001,Coomalbidgup,1.2,87.5,14.7,13.31
2023-04-09,CP001,Coomalbidgup,5,83.9,17,11.65
2023-04-10,CP001,Coomalbidgup,0.2,65.1,20.1,11.91
2023-04-11,CP001,Coomalbidgup,1.2,74.6,17.8,17.54
2023-04-12,CP001,Coomalbidgup,0,74.2,18.6,12.13
2023-04-13,CP001,Coomalbidgup,0,61.2,20.4,17.38
2023-04-14,CP001,Coomalbidgup,1.2,83.4,11.9,25.48
2023-04-15,CP001,Coomalbidgup,22.8,82.4,13.6,15.7
2023-04-16,CP001,Coomalbidgup,1.8,69.4,17.3,12.8
2023-04-17,CP001,Coomalbidgup,0,70.4,18.2,16.24
2023-04-18,CP001,Coomalbidgup,1.8,65.7,15.9,9.04
2023-04-19,CP001,Coomalbidgup,0,67.3,15.2,7.42
2023-04-20,CP001,Coomalbidgup,0,62,16,9.8
2023-04-21,CP001,Coomalbidgup,0,55.8,16.7,12.74
2023-04-22,CP001,Coomalbidgup,0,53.2,18,10.87
2023-04-23,CP001,Coomalbidgup,0,28.5,21.9,15.67
2023-04-24,CP001,Coomalbidgup,0,43.7,19.1,19.01
2023-04-25,CP001,Coomalbidgup,0,51.3,16.4,16.03
2023-04-26,CP001,Coomalbidgup,0.2,74,15.6,26.43
2023-04-27,CP001,Coomalbidgup,1.4,75.6,13.7,18.21
2023-04-28,CP001,Coomalbidgup,3.4,77.5,12.4,11.74
2023-04-29,CP001,Coomalbidgup,0.4,70.7,14.7,11.87
2023-04-30,CP001,Coomalbidgup,0,73.6,14.5,9.27
2023-05-01,CP001,Coomalbidgup,0.4,80,13.8,8.74
2023-05-02,CP001,Coomalbidgup,0,76.1,13.8,8.66
2023-05-03,CP001,Coomalbidgup,0.4,81.9,14.9,8.95
2023-05-04,CP001,Coomalbidgup,0,73.8,15.7,10.34
2023-05-05,CP001,Coomalbidgup,0.4,69.9,14.8,14.53
2023-05-06,CP001,Coomalbidgup,0.2,71.5,13.4,14.77
2023-05-07,CP001,Coomalbidgup,0.2,69.9,14.1,13.7
2023-05-08,CP001,Coomalbidgup,0,55.7,15.1,13.54
2023-05-09,CP001,Coomalbidgup,0,36.9,16.8,18.16
2023-05-10,CP001,Coomalbidgup,0,40.6,18.4,26.22
2023-05-11,CP001,Coomalbidgup,0.2,76.1,12.3,12.74
2023-05-12,CP001,Coomalbidgup,0.4,59.1,14.7,11.69
2023-05-13,CP001,Coomalbidgup,1.2,68.5,16,13.83
2023-05-14,CP001,Coomalbidgup,0.2,65.9,15.2,8.51
2023-05-15,CP001,Coomalbidgup,0,76.3,14.8,5.34
2023-05-16,CP001,Coomalbidgup,0.2,78.3,14.3,8.39
2023-05-17,CP001,Coomalbidgup,0,78.9,14.5,8.92
2023-05-18,CP001,Coomalbidgup,0.2,78.3,14.3,7.44
2023-05-19,CP001,Coomalbidgup,0.2,81.1,13.3,7.07
2023-05-20,CP001,Coomalbidgup,0,85.1,13,5.71
2023-05-21,CP001,Coomalbidgup,2.8,83.4,13.3,7.82
2023-05-22,CP001,Coomalbidgup,0,63.6,15.4,11.38
2023-05-23,CP001,Coomalbidgup,0,45.2,18.9,16.36
2023-05-24,CP001,Coomalbidgup,1.8,77.8,15.3,18.57
2023-05-25,CP001,Coomalbidgup,6.2,63.2,13.6,13.98
2023-05-26,CP001,Coomalbidgup,0,69.3,12.9,5.6
2023-05-27,CP001,Coomalbidgup,0,69.9,11.9,12.15
2023-05-28,CP001,Coomalbidgup,0,71.8,13.8,11.66
2023-05-29,CP001,Coomalbidgup,0,56,15.6,10.87
2023-05-30,CP001,Coomalbidgup,0,29.7,18.6,13.36
2023-05-31,CP001,Coomalbidgup,0,80.4,16.5,10
2023-06-01,CP001,Coomalbidgup,14.8,85.8,15.3,20.44
2023-06-02,CP001,Coomalbidgup,3.6,82.2,13.8,21.52
2023-06-03,CP001,Coomalbidgup,6.2,76,13.4,9.17
2023-06-04,CP001,Coomalbidgup,0,77.5,13,12.19
2023-06-05,CP001,Coomalbidgup,0,70.1,13.7,22.79
2023-06-06,CP001,Coomalbidgup,7.4,74.1,9.6,25.71
2023-06-07,CP001,Coomalbidgup,0.4,71.3,10.1,23.29
2023-06-08,CP001,Coomalbidgup,0,79.7,12.6,15.69
2023-06-09,CP001,Coomalbidgup,0.8,72.4,13,10.86
2023-06-10,CP001,Coomalbidgup,0,71.4,14.8,14.69
2023-06-11,CP001,Coomalbidgup,0,69.6,13.2,22.96
2023-06-12,CP001,Coomalbidgup,9.4,80.5,10.8,17.42
2023-06-13,CP001,Coomalbidgup,2.8,76.8,12.8,17.36
2023-06-14,CP001,Coomalbidgup,0,76.3,13,16.28
2023-06-15,CP001,Coomalbidgup,0,68.9,13.9,26.82
2023-06-16,CP001,Coomalbidgup,0,81.6,12.3,25.24
2023-06-17,CP001,Coomalbidgup,9,84.9,9.1,14.34
2023-06-18,CP001,Coomalbidgup,1.2,78,10.9,12.93
2023-06-19,CP001,Coomalbidgup,0.2,70.1,11.7,9.7
2023-06-20,CP001,Coomalbidgup,0,79.6,8.8,17.96
2023-06-21,CP001,Coomalbidgup,12.8,87,8.8,22.98
2023-06-22,CP001,Coomalbidgup,18,76.8,12.1,24.95
2023-06-23,CP001,Coomalbidgup,2.2,80.7,8.6,28.81
2023-06-24,CP001,Coomalbidgup,17.6,89.7,8.8,17.59
2023-06-25,CP001,Coomalbidgup,17.6,94,8.8,7.53
2023-06-26,CP001,Coomalbidgup,9.2,90.2,9.8,6.35
2023-06-27,CP001,Coomalbidgup,23,82.4,11.5,7.21
2023-06-28,CP001,Coomalbidgup,8,93.3,10.8,6.13
2023-06-29,CP001,Coomalbidgup,7,91.2,10.5,4.94
2023-06-30,CP001,Coomalbidgup,0.8,85.7,11.2,3.86
2023-07-01,CP001,Coomalbidgup,0,80.6,10.3,5.66
2023-07-02,CP001,Coomalbidgup,0.2,78.5,10.2,12.22
2023-07-03,CP001,Coomalbidgup,0,64.7,12,19.98
2023-07-04,CP001,Coomalbidgup,5.6,72.4,11.9,24.28
2023-07-05,CP001,Coomalbidgup,0,78.7,9.7,28.35
2023-07-06,CP001,Coomalbidgup,8.2,78.1,10.5,20.81
2023-07-07,CP001,Coomalbidgup,0.2,76.3,14.1,23.35
2023-07-08,CP001,Coomalbidgup,0.6,74.1,13.6,12.01
2023-07-09,CP001,Coomalbidgup,0,65.7,13.7,15.95
2023-07-10,CP001,Coomalbidgup,0,71,13.1,14.61
2023-07-11,CP001,Coomalbidgup,0,68.2,13,16.43
2023-07-12,CP001,Coomalbidgup,0,61,13.8,18.86
2023-07-13,CP001,Coomalbidgup,0,71.3,14.2,14.97
2023-07-14,CP001,Coomalbidgup,0,83.2,9.9,10.93
2023-07-15,CP001,Coomalbidgup,15,75.1,8.9,7.98
2023-07-16,CP001,Coomalbidgup,0,64.7,9.9,15.62
2023-07-17,CP001,Coomalbidgup,0,77.8,11.4,13.18
2023-07-18,CP001,Coomalbidgup,0,64.4,14,13.68
2023-07-19,CP001,Coomalbidgup,0.4,75.7,11.3,19.85
2023-07-20,CP001,Coomalbidgup,2,73.2,9.8,14.96
2023-07-21,CP001,Coomalbidgup,0,83.3,11.1,17.62
2023-07-22,CP001,Coomalbidgup,5.2,82.7,11.4,5.8
2023-07-23,CP001,Coomalbidgup,0.2,74.6,11.5,10.2
2023-07-24,CP001,Coomalbidgup,0,61.2,12.6,11.48
2023-07-25,CP001,Coomalbidgup,0,54.4,13.9,11.76
2023-07-26,CP001,Coomalbidgup,0.2,63.4,13.5,16.79
2023-07-27,CP001,Coomalbidgup,0.6,76.5,12.3,24.98
2023-07-28,CP001,Coomalbidgup,0,61.4,13.5,18.76
2023-07-29,CP001,Coomalbidgup,0,74.2,14.3,16.35
2023-07-30,CP001,Coomalbidgup,0.2,83.3,12.7,9.73
2023-07-31,CP001,Coomalbidgup,0,77.5,12.8,7.63
2023-08-01,CP001,Coomalbidgup,0,57.2,15.2,13.93
2023-08-02,CP001,Coomalbidgup,0,52.9,16.2,14.61
2023-08-03,CP001,Coomalbidgup,43,85.8,10.6,15.72
2023-08-04,CP001,Coomalbidgup,1.6,79.2,9.4,5.14
2023-08-05,CP001,Coomalbidgup,0.2,78.2,9.2,7.86
2023-08-06,CP001,Coomalbidgup,0,82.6,11.6,6.22
2023-08-07,CP001,Coomalbidgup,0.2,68.6,18.1,10.83
2023-08-08,CP001,Coomalbidgup,0.2,66.4,18.7,15.93
2023-08-09,CP001,Coomalbidgup,8.2,82.6,11.1,9.83
2023-08-10,CP001,Coomalbidgup,0.2,85,11.9,7.01
2023-08-11,CP001,Coomalbidgup,11.4,92.4,12.4,3.69
2023-08-12,CP001,Coomalbidgup,0.4,89.6,11.5,5.92
2023-08-13,CP001,Coomalbidgup,0.2,93.2,11.8,4.33
2023-01-01,CW001,Coorow,0,49.1,22.8,18.33
2023-01-02,CW001,Coorow,0,36.7,26.3,22.55
2023-01-03,CW001,Coorow,0,26.8,27.7,23.84
2023-01-04,CW001,Coorow,0,25.5,29.8,17.66
2023-01-05,CW001,Coorow,0,19.4,31,14.6
2023-01-06,CW001,Coorow,0,31.7,28.3,17.79
2023-01-07,CW001,Coorow,0,50.4,21.8,20
2023-01-08,CW001,Coorow,0,48.7,24.1,17.5
2023-01-09,CW001,Coorow,0,40.2,29.2,14.33
2023-01-10,CW001,Coorow,0,60,23.6,16.62
2023-01-11,CW001,Coorow,0,57.9,21.9,10.83
2023-01-12,CW001,Coorow,0,56,24.9,10.43
2023-01-13,CW001,Coorow,0,60,24.9,18.72
2023-01-14,CW001,Coorow,0,41.7,25.9,23.97
2023-01-15,CW001,Coorow,0,32.3,28.3,15.13
2023-01-16,CW001,Coorow,0,54.9,21.8,21.1
2023-01-17,CW001,Coorow,0,40.6,22.6,18.6
2023-01-18,CW001,Coorow,0,31.9,26.6,18.7
2023-01-19,CW001,Coorow,0,43.6,28.2,17.61
2023-01-20,CW001,Coorow,0,59.2,27,8.72
2023-01-21,CW001,Coorow,0,34.4,30.5,12.07
2023-01-22,CW001,Coorow,0,58,27.8,10.88
2023-01-23,CW001,Coorow,0,54.1,27.9,11.07
2023-01-24,CW001,Coorow,0,47.5,27.8,12.41
2023-01-25,CW001,Coorow,0,42.8,26.9,15.91
2023-01-26,CW001,Coorow,0,39.1,28.1,15.39
2023-01-27,CW001,Coorow,0,47.2,24.8,19.31
2023-01-28,CW001,Coorow,0,47.2,26.4,10.75
2023-01-29,CW001,Coorow,0,41.9,28.6,14.65
2023-01-30,CW001,Coorow,4,45.8,28.7,10.98
2023-01-31,CW001,Coorow,9,52.4,28.7,11.16
2023-02-01,CW001,Coorow,0,42.1,27.4,23.09
2023-02-02,CW001,Coorow,0,30.6,28.6,22.45
2023-02-03,CW001,Coorow,0,23.7,30,19.92
2023-02-04,CW001,Coorow,0,24.4,31.4,15.6
2023-02-05,CW001,Coorow,0,50.4,27.8,12.06
2023-02-06,CW001,Coorow,0,59.2,24.6,14.68
2023-02-07,CW001,Coorow,0,59.5,24.2,12.14
2023-02-08,CW001,Coorow,0,52.3,25.9,12.39
2023-02-09,CW001,Coorow,0,45.4,27.8,12.88
2023-02-10,CW001,Coorow,0,51.8,25.2,17.48
2023-02-11,CW001,Coorow,0,55.5,23.5,16.54
2023-02-12,CW001,Coorow,0,42.5,25.8,11.81
2023-02-13,CW001,Coorow,0,36.5,28.7,12.4
2023-02-14,CW001,Coorow,0,47.9,24.4,15.36
2023-02-15,CW001,Coorow,0,61.2,21.6,11.77
2023-02-16,CW001,Coorow,0,58.8,22,12.85
2023-02-17,CW001,Coorow,0,55.8,23,13.43
2023-02-18,CW001,Coorow,0,46.6,27.2,12.91
2023-02-19,CW001,Coorow,0,44.8,29.1,13
2023-02-20,CW001,Coorow,0,46.5,29.3,13.87
2023-02-21,CW001,Coorow,0,66.7,25.8,12.36
2023-02-22,CW001,Coorow,0,63.7,25.4,13.85
2023-02-23,CW001,Coorow,0,56.9,22.4,19.58
2023-02-24,CW001,Coorow,0,37.2,23.3,19.53
2023-02-25,CW001,Coorow,0,27.3,26.3,15
2023-02-26,CW001,Coorow,0,22.1,28.9,12.33
2023-02-27,CW001,Coorow,0,20.7,30.1,9.76
2023-02-28,CW001,Coorow,0,26.5,30.8,14.3
2023-03-01,CW001,Coorow,0,40,28.1,12.14
2023-03-02,CW001,Coorow,0.6,50.6,26.9,7.77
2023-03-03,CW001,Coorow,1.8,47.7,28.2,12.12
2023-03-04,CW001,Coorow,0,58.4,24.3,15.95
2023-03-05,CW001,Coorow,0,53.6,22.3,13.64
2023-03-06,CW001,Coorow,0,46.3,22.6,14.02
2023-03-07,CW001,Coorow,0,38.1,25.4,13.87
2023-03-08,CW001,Coorow,0,33.2,27.8,14.36
2023-03-09,CW001,Coorow,0.2,65.3,22.1,11.58
2023-03-10,CW001,Coorow,0.2,63.3,22.6,10.98
2023-03-11,CW001,Coorow,0,51.9,24.6,9.49
2023-03-12,CW001,Coorow,0,34.1,26.5,9.5
2023-03-13,CW001,Coorow,0,57.9,24.2,11.55
2023-03-14,CW001,Coorow,0,58.1,24.6,11.07
2023-03-15,CW001,Coorow,0,48.6,25.6,9.32
2023-03-16,CW001,Coorow,0,60.1,23.1,11.57
2023-03-17,CW001,Coorow,0,61.3,20,12.74
2023-03-18,CW001,Coorow,0,52.5,21.1,12.04
2023-03-19,CW001,Coorow,0,37.3,25.3,15.52
2023-03-20,CW001,Coorow,0,38,28.2,14.67
2023-03-21,CW001,Coorow,0,61.1,25.2,9.07
2023-03-22,CW001,Coorow,0,56.1,24,6.56
2023-03-23,CW001,Coorow,0,66,23.3,10.2
2023-03-24,CW001,Coorow,0,66.2,22.5,6.72
2023-03-25,CW001,Coorow,0,69.8,22.4,9.67
2023-03-26,CW001,Coorow,1,71.8,21.6,9.18
2023-03-27,CW001,Coorow,0,62.9,21.4,14.3
2023-03-28,CW001,Coorow,0,49.4,22.3,18.78
2023-03-29,CW001,Coorow,0,47.8,23.9,17.84
2023-03-30,CW001,Coorow,0.2,71.7,22,16.65
2023-03-31,CW001,Coorow,5.8,77.7,21.9,12.79
2023-04-01,CW001,Coorow,2.8,78.4,22.1,8.7
2023-04-02,CW001,Coorow,0,73.4,21.8,10.43
2023-04-03,CW001,Coorow,0,66,21.8,11.8
2023-04-04,CW001,Coorow,0,67.7,19.8,13.52
2023-04-05,CW001,Coorow,0,59.6,17.6,9.56
2023-04-06,CW001,Coorow,0,58.6,18.8,9.13
2023-04-07,CW001,Coorow,0,57.6,19,11.15
2023-04-08,CW001,Coorow,0,71.9,16.4,11.66
2023-04-09,CW001,Coorow,0,73.1,16.8,6.25
2023-04-10,CW001,Coorow,0,77.7,16.3,11.83
2023-04-11,CW001,Coorow,1.8,69.7,17.3,7.95
2023-04-12,CW001,Coorow,0,70.3,17.9,5.99
2023-04-13,CW001,Coorow,0,75.8,17.5,14.28
2023-04-14,CW001,Coorow,1,64,14,16.75
2023-04-15,CW001,Coorow,0,68.1,13.9,7.26
2023-04-16,CW001,Coorow,0,66.2,16.4,4.96
2023-04-17,CW001,Coorow,0,65.2,18.3,7.86
2023-04-18,CW001,Coorow,0,63.8,18,12.77
2023-04-19,CW001,Coorow,0,45.3,18.5,14.84
2023-04-20,CW001,Coorow,0,41.1,17.5,11.18
2023-04-21,CW001,Coorow,0,42.2,18.5,7.35
2023-04-22,CW001,Coorow,0,36.9,19.4,9.03
2023-04-23,CW001,Coorow,0,44.1,20.2,11.62
2023-04-24,CW001,Coorow,0,88.2,14.7,10.16
2023-04-25,CW001,Coorow,2,75.2,12.4,10.29
2023-04-26,CW001,Coorow,0.2,74.2,16,10.49
2023-04-27,CW001,Coorow,0,71.9,15.9,9.51
2023-04-28,CW001,Coorow,0,54.8,14,15.82
2023-04-29,CW001,Coorow,0,46.5,14.4,11.12
2023-04-30,CW001,Coorow,0,43,16,6.84
2023-05-01,CW001,Coorow,0,46.9,16.2,9.31
2023-05-02,CW001,Coorow,0,41.3,18.2,10.94
2023-05-03,CW001,Coorow,0,37.8,19.3,9.18
2023-05-04,CW001,Coorow,0,41,19.6,8.04
2023-05-05,CW001,Coorow,0,55.9,18.8,17.8
2023-05-06,CW001,Coorow,9.8,86.6,14.6,16.43
2023-05-07,CW001,Coorow,7.6,54.8,19.3,12.21
2023-05-08,CW001,Coorow,0.8,42.5,19.8,15
2023-05-09,CW001,Coorow,0,47.2,21,14.28
2023-05-10,CW001,Coorow,0,81,17.1,11.88
2023-05-11,CW001,Coorow,0.4,67.8,13.4,6.43
2023-05-12,CW001,Coorow,0,56.1,16,10.05
2023-05-13,CW001,Coorow,2.6,79.7,14.3,9.41
2023-05-14,CW001,Coorow,0.4,73.7,13.5,7.6
2023-05-15,CW001,Coorow,0,59.9,13.4,8.55
2023-05-16,CW001,Coorow,0,55.2,15.7,9.37
2023-05-17,CW001,Coorow,0,39.1,18.8,14.3
2023-05-18,CW001,Coorow,0,32.9,18.9,13.13
2023-05-19,CW001,Coorow,0,39.7,16.7,11.55
2023-05-20,CW001,Coorow,0,45.1,15.4,13.14
2023-05-21,CW001,Coorow,0,46,14.7,11.91
2023-05-22,CW001,Coorow,0,41.5,16.2,8.12
2023-05-23,CW001,Coorow,0,47.6,17.1,10.2
2023-05-24,CW001,Coorow,2.8,79.7,16.5,10.36
2023-05-25,CW001,Coorow,0.2,62.1,12.4,15.86
2023-05-26,CW001,Coorow,0,55.3,11.8,10.89
2023-05-27,CW001,Coorow,0,49.4,11.6,5.66
2023-05-28,CW001,Coorow,0,42.9,13.3,6.41
2023-05-29,CW001,Coorow,0,33.6,17,8.53
2023-05-30,CW001,Coorow,0,46.4,19.2,9.09
2023-05-31,CW001,Coorow,8.4,96.7,16,5.06
2023-06-01,CW001,Coorow,17,85.3,14.6,8.14
2023-06-02,CW001,Coorow,0.2,81.7,10.9,7.81
2023-06-03,CW001,Coorow,0,72.6,11.1,9.35
2023-06-04,CW001,Coorow,0,65.2,12.6,11.78
2023-06-05,CW001,Coorow,5.6,90.9,12.6,18.43
2023-06-06,CW001,Coorow,15,85.6,10.1,14.56
2023-06-07,CW001,Coorow,2.4,83.4,10.3,5.82
2023-06-08,CW001,Coorow,0.2,80.9,11.9,2.74
2023-06-09,CW001,Coorow,0.2,76.4,12.1,4.26
2023-06-10,CW001,Coorow,0.2,76.5,12.8,6.61
2023-06-11,CW001,Coorow,0.4,76.8,12.7,10.67
2023-06-12,CW001,Coorow,0.2,72.1,11,4.49
2023-06-13,CW001,Coorow,0,72.8,10.8,3.71
2023-06-14,CW001,Coorow,0,84.2,12.3,8.47
2023-06-15,CW001,Coorow,0.2,83.2,12.1,8.84
2023-06-16,CW001,Coorow,0.4,92.9,12.3,9.97
2023-06-17,CW001,Coorow,2.4,76.5,10.4,6.43
2023-06-18,CW001,Coorow,0,65.2,8.4,8.93
2023-06-19,CW001,Coorow,0,64.5,9.6,6.39
2023-06-20,CW001,Coorow,0.8,79.8,9.3,9.05
2023-06-21,CW001,Coorow,3.6,87.8,10.1,8.32
2023-06-22,CW001,Coorow,0.2,83.6,11.6,9.06
2023-06-23,CW001,Coorow,1,82.6,11.1,11.17
2023-06-24,CW001,Coorow,0.2,87.4,9.6,6.37
2023-06-25,CW001,Coorow,0.4,95.5,9.7,6.93
2023-06-26,CW001,Coorow,6.6,83,7.6,11.35
2023-06-27,CW001,Coorow,0.2,74.8,7.2,7.45
2023-06-28,CW001,Coorow,0,73.5,8.4,5.74
2023-06-29,CW001,Coorow,0,68.2,8.9,7.32
2023-06-30,CW001,Coorow,0,67.1,8.4,9.92
2023-07-01,CW001,Coorow,0,60.8,9,11.7
2023-07-02,CW001,Coorow,0,51.1,10.2,12.08
2023-07-03,CW001,Coorow,0,80,11.2,15.21
