stationCode,stationName,airTemperature.max,airTemperature.maxTime,airTemperature.min,airTemperature.minTime,evapotranspiration.shortCrop,evapotranspiration.tallCrop,panEvaporation,period.day,period.from,period.hour,period.minute,period.month,period.to,period.year,rainfall,relativeHumidity.max,relativeHumidity.maxTime,relativeHumidity.min,relativeHumidity.minTime,soilTemperature.max,soilTemperature.maxTime,soilTemperature.min,soilTemperature.minTime,solarExposure,avg.speed,height,max.direction.compassPoint,max.direction.degrees,max.speed,max.time
BG001,Kings Park,20.8,2022-06-09T07:17:00Z,11.8,2022-06-09T01:01:00Z,1.37,1.7000000000000002,1.4,10,2022-06-09T16:00:00Z,,,6,2022-06-10T16:00:00Z,2022,5.6,91.9,2022-06-09T01:30:00Z,60,2022-06-09T05:35:00Z,18.2,2022-06-09T07:55:00Z,13.7,2022-06-09T01:01:00Z,8118.3,4.21,3,E,89,23.44,2022-06-09T02:56:00Z
BG001,Kings Park,22,2022-06-10T05:11:00Z,15.9,2022-06-10T23:02:00Z,0.8,0.99,0.5,11,2022-06-10T16:00:00Z,,,6,2022-06-11T16:00:00Z,2022,12.6,96.1,2022-06-11T00:43:00Z,63.7,2022-06-10T05:58:00Z,18.1,2022-06-10T07:53:00Z,15,2022-06-10T01:03:00Z,4117,3.29,3,N,0,25.96,2022-06-10T19:03:00Z
BG001,Kings Park,21.3,2022-06-11T04:30:00Z,15,2022-06-11T21:36:00Z,0.97,1.08,1.1,12,2022-06-11T16:00:00Z,,,6,2022-06-12T16:00:00Z,2022,2,96.9,2022-06-11T18:40:00Z,68.5,2022-06-11T07:12:00Z,19.6,2022-06-11T07:33:00Z,15.6,2022-06-12T00:28:00Z,7156,5.17,3,WNW,299,23.44,2022-06-11T09:53:00Z
BG001,Kings Park,18.7,2022-06-12T05:45:00Z,12.5,2022-06-12T13:29:00Z,1.3599999999999999,1.73,1.5,13,2022-06-12T16:00:00Z,,,6,2022-06-13T16:00:00Z,2022,18,94.8,2022-06-12T03:46:00Z,47.8,2022-06-12T10:20:00Z,18.5,2022-06-12T06:04:00Z,13.6,2022-06-12T23:40:00Z,6307.6,4.6,3,WNW,302,32.65,2022-06-12T15:51:00Z
BG001,Kings Park,19.8,2022-06-13T05:03:00Z,12.1,2022-06-13T19:23:00Z,1.3,1.69,1.5,14,2022-06-13T16:00:00Z,,,6,2022-06-14T16:00:00Z,2022,0.6000000000000001,95.7,2022-06-13T23:53:00Z,46.8,2022-06-13T05:05:00Z,17.8,2022-06-13T05:59:00Z,13.8,2022-06-13T01:01:00Z,7739.1,2.22,3,SSW,207,33.48,2022-06-13T05:19:00Z
BG001,Kings Park,19.8,2022-06-14T06:10:00Z,11.8,2022-06-14T22:50:00Z,1.21,1.38,1.4,15,2022-06-14T16:00:00Z,,,6,2022-06-15T16:00:00Z,2022,2.4,96,2022-06-14T17:58:00Z,57.1,2022-06-14T07:25:00Z,18.9,2022-06-14T07:18:00Z,14.4,2022-06-14T01:02:00Z,8483,2.26,3,NW,322,20.92,2022-06-14T08:55:00Z
BG001,Kings Park,20.3,2022-06-15T05:39:00Z,11.7,2022-06-15T22:49:00Z,1.02,1.26,1.2,16,2022-06-15T16:00:00Z,,,6,2022-06-16T16:00:00Z,2022,1.8,96.1,2022-06-15T17:24:00Z,47.7,2022-06-15T05:35:00Z,18.2,2022-06-15T06:40:00Z,13.3,2022-06-15T23:34:00Z,6578.7,1.9500000000000002,3,WNW,302,23.44,2022-06-15T06:46:00Z
BG001,Kings Park,23.9,2022-06-16T06:55:00Z,13.2,2022-06-16T15:40:00Z,1.96,2.22,2.6,17,2022-06-16T16:00:00Z,,,6,2022-06-17T16:00:00Z,2022,0.6000000000000001,92.8,2022-06-16T16:01:00Z,42.9,2022-06-16T06:56:00Z,20,2022-06-16T07:28:00Z,13.4,2022-06-16T01:04:00Z,12152.1,5.49,3,N,2,23.44,2022-06-17T00:36:00Z
BG001,Kings Park,21.1,2022-06-17T07:21:00Z,12.9,2022-06-17T20:37:00Z,1.47,1.81,1.4,18,2022-06-17T16:00:00Z,,,6,2022-06-18T16:00:00Z,2022,8,94.4,2022-06-17T11:02:00Z,55.9,2022-06-17T17:14:00Z,19.1,2022-06-17T07:26:00Z,14.3,2022-06-17T23:32:00Z,7862.2,5.92,3,NW,324,32.65,2022-06-17T08:22:00Z
BG001,Kings Park,18.3,2022-06-18T05:35:00Z,13.3,2022-06-18T11:19:00Z,1.6,2.1,1.9,19,2022-06-18T16:00:00Z,,,6,2022-06-19T16:00:00Z,2022,3.6,90.2,2022-06-18T19:51:00Z,50.9,2022-06-18T06:36:00Z,17.5,2022-06-18T07:56:00Z,14.4,2022-06-19T00:00:00Z,7697.6,4.17,3,WNW,293,36,2022-06-18T09:24:00Z
BG001,Kings Park,19.4,2022-06-19T05:00:00Z,11.8,2022-06-19T15:48:00Z,1.31,1.54,1.6,20,2022-06-19T16:00:00Z,,,6,2022-06-20T16:00:00Z,2022,3.4,97.7,2022-06-19T23:47:00Z,57.4,2022-06-19T05:00:00Z,18.1,2022-06-19T07:10:00Z,14.1,2022-06-20T00:05:00Z,8933.6,1.67,3,SSW,208,34.34,2022-06-19T04:30:00Z
BG001,Kings Park,20.5,2022-06-20T06:36:00Z,13.8,2022-06-20T01:01:00Z,1.33,1.4,1.5,21,2022-06-20T16:00:00Z,,,6,2022-06-21T16:00:00Z,2022,3.8,97.9,2022-06-20T21:20:00Z,63.4,2022-06-20T05:55:00Z,19.4,2022-06-20T07:53:00Z,14.4,2022-06-20T01:01:00Z,9681.9,1.92,3,NNE,13,12.53,2022-06-20T04:28:00Z
BG001,Kings Park,22,2022-06-21T06:26:00Z,11.5,2022-06-21T20:59:00Z,1.87,2.2,2.4,22,2022-06-21T16:00:00Z,,,6,2022-06-22T16:00:00Z,2022,0.2,93,2022-06-21T12:54:00Z,48.6,2022-06-21T06:47:00Z,20.5,2022-06-21T07:37:00Z,13.5,2022-06-21T23:21:00Z,12191.1,2,3,NNW,327,20.09,2022-06-21T03:36:00Z
BG001,Kings Park,21.6,2022-06-22T06:48:00Z,12,2022-06-22T19:08:00Z,1,1.05,1,23,2022-06-22T16:00:00Z,,,6,2022-06-23T16:00:00Z,2022,2,99.2,2022-06-23T00:36:00Z,68.5,2022-06-22T06:51:00Z,19.2,2022-06-22T07:24:00Z,13.9,2022-06-23T00:24:00Z,7290.9,1.48,3,SSW,194,18.4,2022-06-22T06:27:00Z
BG001,Kings Park,21,2022-06-23T04:49:00Z,9.5,2022-06-23T23:37:00Z,0.85,0.92,0.9,24,2022-06-23T16:00:00Z,,,6,2022-06-24T16:00:00Z,2022,2.6,99.2,2022-06-23T01:05:00Z,62.2,2022-06-23T04:59:00Z,18.4,2022-06-23T05:52:00Z,12.8,2022-06-24T00:05:00Z,6590.7,2.47,3,SSW,193,29.3,2022-06-23T05:16:00Z
BG001,Kings Park,19.4,2022-06-24T06:21:00Z,9.1,2022-06-24T21:34:00Z,1.7000000000000002,1.9500000000000002,2.2,25,2022-06-24T16:00:00Z,,,6,2022-06-25T16:00:00Z,2022,0,93.5,2022-06-24T21:41:00Z,52.8,2022-06-24T06:22:00Z,18.1,2022-06-24T06:55:00Z,12,2022-06-25T00:16:00Z,11875.5,1.8599999999999999,3,S,183,20.92,2022-06-24T07:57:00Z
BG001,Kings Park,19.5,2022-06-25T07:27:00Z,9.4,2022-06-25T18:05:00Z,1.96,2.3,2.4,26,2022-06-25T16:00:00Z,,,6,2022-06-26T16:00:00Z,2022,0,79.1,2022-06-25T13:37:00Z,40.5,2022-06-25T04:56:00Z,18.1,2022-06-25T07:15:00Z,11,2022-06-25T23:41:00Z,12650,2.63,3,E,87,15.05,2022-06-25T19:53:00Z
BG001,Kings Park,22.9,2022-06-26T06:51:00Z,10.7,2022-06-26T21:52:00Z,1.97,2.3,2.8,27,2022-06-26T16:00:00Z,,,6,2022-06-27T16:00:00Z,2022,0,90.3,2022-06-26T20:18:00Z,42.7,2022-06-26T07:16:00Z,18.3,2022-06-26T07:11:00Z,11.1,2022-06-26T01:01:00Z,12591.2,3.92,3,N,3,19.26,2022-06-26T03:10:00Z
BG001,Kings Park,22.8,2022-06-27T04:47:00Z,6.5,2022-06-27T22:58:00Z,1.72,1.97,2,28,2022-06-27T16:00:00Z,,,6,2022-06-28T16:00:00Z,2022,0,95.9,2022-06-27T23:43:00Z,50,2022-06-27T05:37:00Z,19,2022-06-27T06:38:00Z,11.1,2022-06-28T00:40:00Z,10570.1,2.35,3,S,178,24.3,2022-06-27T07:26:00Z
BG001,Kings Park,18.4,2022-06-28T05:53:00Z,6,2022-06-28T20:03:00Z,1.85,2.19,2.3,29,2022-06-28T16:00:00Z,,,6,2022-06-29T16:00:00Z,2022,0,92.2,2022-06-28T20:36:00Z,44.3,2022-06-28T06:18:00Z,17.5,2022-06-28T06:51:00Z,9.7,2022-06-28T23:43:00Z,12713.2,3.6,3,SE,128,18.4,2022-06-29T00:25:00Z
BG001,Kings Park,16.7,2022-06-29T06:35:00Z,8.4,2022-06-29T21:15:00Z,1.99,2.39,2.3,30,2022-06-29T16:00:00Z,,,6,2022-06-30T16:00:00Z,2022,0,86,2022-06-29T21:20:00Z,48.1,2022-06-29T06:24:00Z,16.3,2022-06-29T07:24:00Z,9.8,2022-06-30T00:23:00Z,12976.7,3.09,3,E,96,22.61,2022-06-29T17:27:00Z
BG001,Kings Park,18.2,2022-06-30T07:31:00Z,6.8,2022-06-30T17:32:00Z,1.88,2.16,2.4,1,2022-06-30T16:00:00Z,,,7,2022-07-01T16:00:00Z,2022,0,92.8,2022-06-30T17:45:00Z,49.5,2022-06-30T06:03:00Z,16.8,2022-06-30T07:28:00Z,9.6,2022-06-30T23:58:00Z,12971.6,2.08,3,N,4,25.96,2022-06-30T04:45:00Z
BG001,Kings Park,19.6,2022-07-01T06:29:00Z,8,2022-07-01T19:27:00Z,1.83,2.09,2.3,2,2022-07-01T16:00:00Z,,,7,2022-07-02T16:00:00Z,2022,0,88.1,2022-07-01T19:31:00Z,44.3,2022-07-01T06:29:00Z,17,2022-07-01T07:24:00Z,9.4,2022-07-02T00:32:00Z,12991.4,2.12,3,E,90,14.22,2022-07-01T02:23:00Z
BG001,Kings Park,19.8,2022-07-02T06:26:00Z,7.4,2022-07-02T23:28:00Z,1.9,2.17,2.5,3,2022-07-02T16:00:00Z,,,7,2022-07-03T16:00:00Z,2022,0,84.5,2022-07-02T13:03:00Z,39.2,2022-07-02T06:36:00Z,16.8,2022-07-02T07:30:00Z,9,2022-07-03T00:14:00Z,13086.7,2.83,3,ENE,63,16.74,2022-07-02T16:38:00Z
BG001,Kings Park,19.5,2022-07-03T05:25:00Z,9,2022-07-03T18:23:00Z,2.27,2.74,2.9,4,2022-07-03T16:00:00Z,,,7,2022-07-04T16:00:00Z,2022,0,69.6,2022-07-03T10:30:00Z,33.3,2022-07-03T05:34:00Z,16.4,2022-07-03T07:21:00Z,9,2022-07-03T23:52:00Z,13266.3,4.31,3,NNE,32,20.92,2022-07-03T23:08:00Z
BG001,Kings Park,19.8,2022-07-04T06:31:00Z,10.1,2022-07-04T14:23:00Z,2.63,3.44,4,5,2022-07-04T16:00:00Z,,,7,2022-07-05T16:00:00Z,2022,1.6,83.2,2022-07-05T01:00:00Z,24.5,2022-07-04T07:09:00Z,16.1,2022-07-04T07:18:00Z,9,2022-07-04T01:03:00Z,13016.2,3.4,3,N,0,25.13,2022-07-04T03:16:00Z
BG001,Kings Park,14.5,2022-07-05T06:51:00Z,6.9,2022-07-05T20:58:00Z,0.53,0.58,0.6000000000000001,6,2022-07-05T16:00:00Z,,,7,2022-07-06T16:00:00Z,2022,6.4,97.7,2022-07-05T21:49:00Z,73.6,2022-07-05T06:56:00Z,14.5,2022-07-05T07:34:00Z,9.9,2022-07-06T00:02:00Z,5080.5,1.87,3,S,187,21.78,2022-07-05T06:02:00Z
BG001,Kings Park,18.7,2022-07-06T06:02:00Z,7.4,2022-07-06T20:42:00Z,1.8399999999999999,2.05,2.2,7,2022-07-06T16:00:00Z,,,7,2022-07-07T16:00:00Z,2022,0,92.2,2022-07-07T00:08:00Z,50.7,2022-07-06T06:19:00Z,17.1,2022-07-06T07:31:00Z,9.6,2022-07-07T00:32:00Z,12563.8,2.49,3,SE,129,19.26,2022-07-06T16:04:00Z
BG001,Kings Park,16.6,2022-07-07T08:04:00Z,9.9,2022-07-07T01:31:00Z,1.12,1.31,1.4,8,2022-07-07T16:00:00Z,,,7,2022-07-08T16:00:00Z,2022,0,91.6,2022-07-07T10:42:00Z,55.7,2022-07-08T00:43:00Z,15.1,2022-07-07T07:18:00Z,9.8,2022-07-07T01:01:00Z,8768.7,3.01,3,E,101,15.05,2022-07-07T01:31:00Z
BG001,Kings Park,23.9,2022-07-08T07:01:00Z,14.9,2022-07-08T01:03:00Z,2.41,3.23,3.8,9,2022-07-08T16:00:00Z,,,7,2022-07-09T16:00:00Z,2022,0,58.3,2022-07-08T01:07:00Z,20.8,2022-07-08T07:06:00Z,17.5,2022-07-08T07:35:00Z,12,2022-07-08T01:01:00Z,10001.7,5.79,3,NNE,13,24.3,2022-07-08T23:58:00Z
BG001,Kings Park,21.3,2022-07-09T05:30:00Z,11.7,2022-07-09T22:30:00Z,1.12,1.6800000000000002,0.7000000000000001,10,2022-07-09T16:00:00Z,,,7,2022-07-10T16:00:00Z,2022,23.4,98.1,2022-07-09T09:12:00Z,22.7,2022-07-09T01:11:00Z,16,2022-07-09T07:19:00Z,12.3,2022-07-10T00:31:00Z,3227.3,3.98,3,NW,324,38.52,2022-07-09T05:22:00Z
BG001,Kings Park,18.2,2022-07-10T05:57:00Z,7.1,2022-07-10T23:11:00Z,1.33,1.57,1.6,11,2022-07-10T16:00:00Z,,,7,2022-07-11T16:00:00Z,2022,2.8,99.1,2022-07-11T00:44:00Z,50,2022-07-10T06:02:00Z,16.5,2022-07-10T07:52:00Z,10.4,2022-07-10T23:24:00Z,9511.6,1.04,3,S,190,31.82,2022-07-10T03:10:00Z
BG001,Kings Park,18.6,2022-07-11T06:56:00Z,5.4,2022-07-11T19:54:00Z,1.65,1.81,2.4,12,2022-07-11T16:00:00Z,,,7,2022-07-12T16:00:00Z,2022,0.2,99,2022-07-11T01:01:00Z,44.9,2022-07-11T06:40:00Z,17,2022-07-11T07:19:00Z,9.4,2022-07-11T23:58:00Z,12286.7,1.23,3,SE,129,12.53,2022-07-11T05:19:00Z
BG001,Kings Park,20.8,2022-07-12T05:23:00Z,6.2,2022-07-12T18:09:00Z,1.77,1.98,2.5,13,2022-07-12T16:00:00Z,,,7,2022-07-13T16:00:00Z,2022,0,96.3,2022-07-12T18:43:00Z,32.5,2022-07-12T05:28:00Z,17.2,2022-07-12T07:02:00Z,9.3,2022-07-12T23:34:00Z,12591.5,1.8599999999999999,3,N,354,14.22,2022-07-12T03:01:00Z
BG001,Kings Park,21.9,2022-07-13T06:51:00Z,11.5,2022-07-13T19:46:00Z,1.96,2.31,2.7,14,2022-07-13T16:00:00Z,,,7,2022-07-14T16:00:00Z,2022,1,95.9,2022-07-13T16:22:00Z,40.7,2022-07-13T05:04:00Z,17.5,2022-07-13T08:05:00Z,9.5,2022-07-13T01:01:00Z,12648.5,4.53,3,N,355,18.4,2022-07-14T00:40:00Z
BG001,Kings Park,19,2022-07-14T07:10:00Z,13.4,2022-07-14T21:54:00Z,0.91,1.15,0.6000000000000001,15,2022-07-14T16:00:00Z,,,7,2022-07-15T16:00:00Z,2022,17,98.1,2022-07-14T03:51:00Z,61.3,2022-07-14T12:48:00Z,16.4,2022-07-14T07:41:00Z,12.7,2022-07-14T01:01:00Z,4829.5,2.65,3,WNW,288,30.96,2022-07-14T12:40:00Z
BG001,Kings Park,20.9,2022-07-15T05:19:00Z,9.8,2022-07-15T21:32:00Z,1.73,1.94,2.3,16,2022-07-15T16:00:00Z,,,7,2022-07-16T16:00:00Z,2022,0.4,97.9,2022-07-15T18:07:00Z,55,2022-07-15T06:53:00Z,18.6,2022-07-15T07:09:00Z,12.4,2022-07-15T22:28:00Z,11589.1,1.46,3,WNW,288,20.92,2022-07-15T03:32:00Z
BG001,Kings Park,20.2,2022-07-16T05:30:00Z,12.7,2022-07-16T01:01:00Z,1.3,1.49,1.6,17,2022-07-16T16:00:00Z,,,7,2022-07-17T16:00:00Z,2022,0,88.5,2022-07-16T01:07:00Z,47,2022-07-16T05:32:00Z,18,2022-07-16T06:38:00Z,12.8,2022-07-16T01:02:00Z,8868.2,2.73,3,NNE,22,14.22,2022-07-16T21:33:00Z
BG001,Kings Park,14,2022-07-17T08:37:00Z,10.8,2022-07-17T20:40:00Z,0.33,0.4,0,18,2022-07-17T16:00:00Z,,,7,2022-07-18T16:00:00Z,2022,10.4,98.1,2022-07-17T21:47:00Z,70.4,2022-07-17T01:03:00Z,14.9,2022-07-17T07:42:00Z,12.6,2022-07-17T20:40:00Z,2883.1,2.29,3,ENE,59,18.4,2022-07-17T06:40:00Z
BG001,Kings Park,18.6,2022-07-18T07:09:00Z,7.8,2022-07-18T20:37:00Z,1.74,1.9100000000000001,2.2,19,2022-07-18T16:00:00Z,,,7,2022-07-19T16:00:00Z,2022,0.6000000000000001,97.9,2022-07-18T01:01:00Z,61.2,2022-07-18T07:36:00Z,18.5,2022-07-18T07:48:00Z,10.7,2022-07-19T00:02:00Z,12253.1,2.7800000000000002,3,SSE,147,17.57,2022-07-18T05:26:00Z
BG001,Kings Park,17.7,2022-07-19T06:49:00Z,11.3,2022-07-19T01:01:00Z,2.01,2.25,2.4,20,2022-07-19T16:00:00Z,,,7,2022-07-20T16:00:00Z,2022,0,83.5,2022-07-19T20:18:00Z,61.5,2022-07-19T06:50:00Z,17.6,2022-07-19T07:04:00Z,10.9,2022-07-19T01:01:00Z,13605.9,3.63,3,NNE,25,20.92,2022-07-20T00:42:00Z
BG001,Kings Park,21.4,2022-07-20T05:04:00Z,12.6,2022-07-21T00:10:00Z,1.46,1.87,1.6,21,2022-07-20T16:00:00Z,,,7,2022-07-21T16:00:00Z,2022,17.4,96.9,2022-07-20T21:24:00Z,44.7,2022-07-20T05:18:00Z,17.5,2022-07-20T06:29:00Z,13.1,2022-07-20T01:01:00Z,6732.2,4.84,3,N,359,38.52,2022-07-20T18:34:00Z
BG001,Kings Park,18.5,2022-07-21T05:32:00Z,11.2,2022-07-21T23:08:00Z,1.38,1.51,1.6,22,2022-07-21T16:00:00Z,,,7,2022-07-22T16:00:00Z,2022,7.6,97.7,2022-07-21T14:56:00Z,61,2022-07-21T07:04:00Z,18.2,2022-07-21T07:00:00Z,13,2022-07-21T23:28:00Z,10229,1.97,3,SSW,213,28.48,2022-07-21T06:09:00Z
BG001,Kings Park,19.6,2022-07-22T06:16:00Z,12.1,2022-07-22T21:33:00Z,1.46,1.6,1.7000000000000002,23,2022-07-22T16:00:00Z,,,7,2022-07-23T16:00:00Z,2022,19,97.3,2022-07-22T23:16:00Z,69.4,2022-07-22T06:16:00Z,19.3,2022-07-22T07:08:00Z,13.6,2022-07-22T01:01:00Z,10528.7,5.11,3,WSW,253,21.78,2022-07-22T06:31:00Z
BG001,Kings Park,16.5,2022-07-23T03:48:00Z,6.9,2022-07-23T20:33:00Z,0.65,0.8,0.30000000000000004,24,2022-07-23T16:00:00Z,,,7,2022-07-24T16:00:00Z,2022,28,97.7,2022-07-24T00:37:00Z,69.4,2022-07-23T10:15:00Z,16.1,2022-07-23T04:41:00Z,11,2022-07-23T23:59:00Z,4575.5,1.45,3,SW,233,32.65,2022-07-23T12:13:00Z
BG001,Kings Park,16.4,2022-07-24T07:50:00Z,9,2022-07-24T15:10:00Z,1.73,1.8599999999999999,2.2,25,2022-07-24T16:00:00Z,,,7,2022-07-25T16:00:00Z,2022,0.2,97,2022-07-24T01:01:00Z,54.1,2022-07-24T05:55:00Z,17.4,2022-07-24T07:19:00Z,11.3,2022-07-24T01:02:00Z,12924.9,4.12,3,N,357,13.36,2022-07-25T00:10:00Z
BG001,Kings Park,18.8,2022-07-25T05:19:00Z,11.4,2022-07-25T18:33:00Z,2.09,2.71,2.4,26,2022-07-25T16:00:00Z,,,7,2022-07-26T16:00:00Z,2022,0,74.1,2022-07-25T10:28:00Z,47.8,2022-07-25T05:02:00Z,17.5,2022-07-25T07:03:00Z,11.9,2022-07-25T23:17:00Z,10666.7,3.96,3,N,5,24.3,2022-07-25T05:33:00Z
BG001,Kings Park,18.8,2022-07-26T03:49:00Z,11.1,2022-07-26T20:37:00Z,1.3599999999999999,1.58,1.7000000000000002,27,2022-07-26T16:00:00Z,,,7,2022-07-27T16:00:00Z,2022,6.6,99.3,2022-07-26T15:31:00Z,43.7,2022-07-26T03:41:00Z,17.1,2022-07-26T07:02:00Z,12.2,2022-07-26T01:01:00Z,9124.6,2.5700000000000003,3,NNW,333,25.13,2022-07-26T05:44:00Z
BG001,Kings Park,21.4,2022-07-27T07:13:00Z,12,2022-07-27T13:38:00Z,2.45,2.83,3.3,28,2022-07-27T16:00:00Z,,,7,2022-07-28T16:00:00Z,2022,0,88.6,2022-07-27T01:01:00Z,34.6,2022-07-27T06:53:00Z,19.5,2022-07-27T07:15:00Z,12.3,2022-07-27T20:50:00Z,14520.7,3.89,3,ENE,67,19.26,2022-07-27T17:09:00Z
BG001,Kings Park,22,2022-07-28T05:50:00Z,14.6,2022-07-28T14:03:00Z,2.19,2.5300000000000002,2.8,29,2022-07-28T16:00:00Z,,,7,2022-07-29T16:00:00Z,2022,13.6,98.5,2022-07-28T23:21:00Z,47,2022-07-28T01:31:00Z,19.9,2022-07-28T07:34:00Z,12.7,2022-07-28T01:01:00Z,13311.7,4.64,3,NNW,343,25.96,2022-07-28T04:15:00Z
BG001,Kings Park,18.7,2022-07-29T06:04:00Z,10.7,2022-07-29T17:15:00Z,1.44,1.81,1.7000000000000002,30,2022-07-29T16:00:00Z,,,7,2022-07-30T16:00:00Z,2022,8,97.5,2022-07-29T01:02:00Z,47.8,2022-07-29T10:45:00Z,18.5,2022-07-29T07:40:00Z,12.6,2022-07-29T23:53:00Z,7656.8,4.82,3,SW,226,33.48,2022-07-29T22:23:00Z
BG001,Kings Park,16.5,2022-07-30T05:36:00Z,8.2,2022-07-30T22:51:00Z,1.51,1.82,1.6,31,2022-07-30T16:00:00Z,,,7,2022-07-31T16:00:00Z,2022,3.4,96.8,2022-07-30T18:27:00Z,50.5,2022-07-30T07:20:00Z,16.5,2022-07-30T07:37:00Z,11.5,2022-07-30T23:38:00Z,10242.1,2.52,3,SSW,203,36.86,2022-07-30T05:53:00Z
BG001,Kings Park,17.9,2022-07-31T05:22:00Z,9.8,2022-07-31T01:01:00Z,1.32,1.53,1.6,1,2022-07-31T16:00:00Z,,,8,2022-08-01T16:00:00Z,2022,10.4,96,2022-08-01T00:53:00Z,46.6,2022-07-31T05:33:00Z,16.9,2022-07-31T07:08:00Z,11.6,2022-07-31T01:01:00Z,8840.1,7.48,3,N,1,25.96,2022-07-31T21:44:00Z
BG001,Kings Park,19.8,2022-08-01T06:32:00Z,9.8,2022-08-01T22:45:00Z,1.55,1.8599999999999999,2,2,2022-08-01T16:00:00Z,,,8,2022-08-02T16:00:00Z,2022,30.4,97.3,2022-08-01T03:35:00Z,44.8,2022-08-01T19:06:00Z,17.1,2022-08-01T07:41:00Z,11.5,2022-08-02T00:06:00Z,7484.2,10.79,3,WNW,282,50.29,2022-08-01T22:36:00Z
BG001,Kings Park,16.9,2022-08-02T04:05:00Z,9.5,2022-08-02T17:57:00Z,1.8900000000000001,2.49,2.1,3,2022-08-02T16:00:00Z,,,8,2022-08-03T16:00:00Z,2022,14.8,92.7,2022-08-02T09:45:00Z,44.9,2022-08-02T03:14:00Z,15.5,2022-08-02T06:09:00Z,11.2,2022-08-02T23:59:00Z,9503.3,7.7,3,W,263,44.42,2022-08-02T12:38:00Z
BG001,Kings Park,17,2022-08-03T05:56:00Z,10.7,2022-08-03T19:35:00Z,1.6099999999999999,2.04,2.1,4,2022-08-03T16:00:00Z,,,8,2022-08-04T16:00:00Z,2022,22.4,97.2,2022-08-03T21:34:00Z,46.7,2022-08-03T01:01:00Z,15.2,2022-08-03T07:05:00Z,11.5,2022-08-03T01:01:00Z,10119.9,4.2,3,W,259,39.38,2022-08-03T03:40:00Z
BG001,Kings Park,15.7,2022-08-04T07:39:00Z,5.8,2022-08-04T20:01:00Z,1.56,1.87,1.9,5,2022-08-04T16:00:00Z,,,8,2022-08-05T16:00:00Z,2022,1.4,97.3,2022-08-04T21:02:00Z,55,2022-08-04T07:34:00Z,16.4,2022-08-04T07:45:00Z,10.1,2022-08-04T21:29:00Z,10928.8,1.6600000000000001,3,SSW,195,28.48,2022-08-04T07:22:00Z
BG001,Kings Park,15,2022-08-05T03:50:00Z,9.7,2022-08-05T01:01:00Z,1,1.11,1.1,6,2022-08-05T16:00:00Z,,,8,2022-08-06T16:00:00Z,2022,4.4,97.5,2022-08-05T22:25:00Z,56.8,2022-08-05T03:51:00Z,15.2,2022-08-05T07:51:00Z,10.5,2022-08-05T01:01:00Z,7714.3,3.27,3,SE,129,14.22,2022-08-05T03:54:00Z
BG001,Kings Park,18.7,2022-08-06T04:33:00Z,12,2022-08-06T17:09:00Z,2.07,2.31,2.7,7,2022-08-06T16:00:00Z,,,8,2022-08-07T16:00:00Z,2022,27.2,98,2022-08-06T21:35:00Z,54.1,2022-08-06T06:39:00Z,19.1,2022-08-06T07:40:00Z,12.4,2022-08-06T01:04:00Z,14204.3,2.74,3,SW,222,26.78,2022-08-07T00:27:00Z
BG001,Kings Park,18.8,2022-08-07T06:33:00Z,10,2022-08-07T11:06:00Z,2.42,2.77,3,8,2022-08-07T16:00:00Z,,,8,2022-08-08T16:00:00Z,2022,0.8,94.6,2022-08-07T01:06:00Z,44.2,2022-08-07T05:29:00Z,19.5,2022-08-07T07:41:00Z,13.1,2022-08-07T23:46:00Z,15245.9,4.39,3,SW,225,20.09,2022-08-07T03:35:00Z
BG001,Kings Park,15.4,2022-08-08T08:19:00Z,7.4,2022-08-09T00:09:00Z,0.81,1.02,0.5,9,2022-08-08T16:00:00Z,,,8,2022-08-09T16:00:00Z,2022,29.6,92.8,2022-08-08T03:28:00Z,52.4,2022-08-08T11:50:00Z,15.5,2022-08-08T05:32:00Z,10,2022-08-09T00:33:00Z,4601.4,3.67,3,W,274,28.48,2022-08-08T17:20:00Z
BG001,Kings Park,12.3,2022-08-09T07:31:00Z,5.5,2022-08-09T18:03:00Z,0.8,0.87,0.9,10,2022-08-09T16:00:00Z,,,8,2022-08-10T16:00:00Z,2022,11.4,98.1,2022-08-09T22:47:00Z,71.3,2022-08-09T07:34:00Z,13.8,2022-08-09T07:56:00Z,9.2,2022-08-09T21:44:00Z,7193.6,2.01,3,SW,214,25.96,2022-08-09T07:37:00Z
BG001,Kings Park,16.7,2022-08-10T06:16:00Z,6.9,2022-08-10T20:48:00Z,2.18,2.44,3,11,2022-08-10T16:00:00Z,,,8,2022-08-11T16:00:00Z,2022,0.4,98.5,2022-08-10T23:07:00Z,48.7,2022-08-10T04:14:00Z,16.9,2022-08-10T07:53:00Z,9.1,2022-08-10T23:40:00Z,15809.2,1.87,3,S,175,21.78,2022-08-10T06:32:00Z
BG001,Kings Park,20.2,2022-08-11T07:38:00Z,9.2,2022-08-11T17:54:00Z,2.5300000000000002,2.79,3.1,12,2022-08-11T16:00:00Z,,,8,2022-08-12T16:00:00Z,2022,0,91.6,2022-08-11T12:00:00Z,41.6,2022-08-11T07:45:00Z,18.4,2022-08-11T08:02:00Z,9.5,2022-08-11T01:01:00Z,16566.2,4.5600000000000005,3,NE,52,22.61,2022-08-11T20:32:00Z
